Formula,Space Group,Band Gap,a,b,c,a=b
NaV2O5,P2_1/m,0.6738,3.7083,9.9528,26.592,FALSE
ZrSi2,P4/nmm,0,3.7101,3.7045,25.781,FALSE
KH2N,Pmmn,2.2846,3.7101,4.4999,24.611,FALSE
Nb2SiTe4,Pm,0,3.7103,6.6956,25.318,FALSE
PdSe2,P-3m1,0.5543,3.7105,3.7105,22.725,TRUE
MgSb,Pmm2,0,3.711,5.1301,26.78,FALSE
WO3,Pmm2,1.3941,3.7115,3.8018,22.234,FALSE
YCl2,P-6m2,0.3954,3.7119,3.7119,23.825,TRUE
SnP2,Pmc2_1,0.8106,3.7126,10.826,26.149,FALSE
As9F2,P2_1/m,0,3.7131,11.069,34.931,FALSE
ReBr2,P-3m1,0,3.714,3.714,22.766,TRUE
HfSe5,Pmmn,0.2049,3.7143,12.459,25.378,FALSE
As4F,P2/m,0,3.7147,11.041,33.705,FALSE
Sr2Rh,P4/mmm,0,3.7155,3.7155,22.883,TRUE
LiCoAs,P4/nmm,0,3.7155,3.7155,24.023,TRUE
Cr2O5,Pmmn,0.6681,3.7171,10.62,24.133,FALSE
Ca2Cd,P4/mmm,0,3.7175,3.7175,23.983,TRUE
PBr5,Pmma,0,3.7175,14.609,23.858,FALSE
MoF5,Pmmm,0.8261,3.7177,4.3933,23.786,FALSE
TaF5,Pmmm,3.4398,3.7179,4.3943,23.745,FALSE
NiSe,P-3m1,0,3.7186,3.7186,23.678,TRUE
ErClO,Pmmn,5.299,3.7192,4.1264,25.879,FALSE
As4Cl,P2/m,0,3.7194,11.243,33.72,FALSE
HoS,P4mm,0,3.7196,3.7196,20.412,TRUE
CdClO,P3m1,0.1529,3.7196,3.7196,22.299,TRUE
TbCl,P-3m1,0,3.7199,3.7199,26.291,TRUE
AgSe,P2/m,0.7203,3.7199,5.5815,22.59,FALSE
LiV2O5,Pmmn,0.2567,3.7205,11.193,24.32,FALSE
VH2O3,P2/c,1.5981,3.7219,6.1557,23.449,FALSE
MgV4O10,Pmm2,0.8696,3.722,11.269,24.168,FALSE
H2PbO2,Pmn2_1,3.0542,3.7226,8.6139,21.458,FALSE
PbF2,P-6m2,3.5462,3.7228,3.7228,23.838,TRUE
Zn(GaS2)2,P3m1,0,3.7233,3.7233,29.128,TRUE
Ta2Te5Pd3,Pmn2_1,0,3.7233,18.771,24.448,FALSE
Zn(GaS2)2,P3m1,0,3.7234,3.7234,29.109,TRUE
CuF,Cmme,1.4324,3.7235,3.7235,23.904,TRUE
TaTe3,P2_1/m,0,3.7237,13.452,27.009,FALSE
TmClO,P-3m1,5.152,3.7244,3.7244,26.277,TRUE
SbF5,Pmmm,0.8367,3.7246,4.5344,23.533,FALSE
As9Cl2,P2_1/m,0,3.7258,11.278,34.948,FALSE
NbTe3,P2_1/m,0,3.7259,17.276,27.879,FALSE
WF5,Pmmm,1.9443,3.7268,4.3907,23.822,FALSE
ReTe2,P-3m1,0,3.7269,3.7269,22.641,TRUE
Ba2Co3O7,Pmmm,0,3.7271,3.7594,29.71,FALSE
CrTe2,P2_1/m,0,3.7276,6.372,24.193,FALSE
MnSbS2Br,P2/m,0.2462,3.7293,10.075,24.046,FALSE
Er6Br7,P-1,0,3.7298,10.389,29.197,FALSE
NbNiTe5,Pmma,0,3.7299,15.148,24.601,FALSE
YCl,P-3m1,0,3.73,3.73,26.241,TRUE
Al2S5,P1,2.2099,3.7302,7.2339,24.091,FALSE
TaI5,Pmma,0.0085,3.7307,20.378,23.595,FALSE
MnBiS2Cl,Pmc2_1,0.2302,3.7311,10.612,25.44,FALSE
Ru3Se4,P-3m1,0,3.7312,3.7313,27.542,TRUE
SeBr,C2/m,1.3647,3.7312,8.7099,25.874,FALSE
NbTe2,Pmmm,0,3.7317,2.9732,23.436,FALSE
V2PbO6,C2/m,2.2522,3.732,8.1537,29.526,FALSE
Ba2Ce,Pmma,0,3.7323,4.3879,27.931,FALSE
TiI2,P2_1/m,0.1431,3.7326,6.6337,24.415,FALSE
TiI2,P2_1/m,0.1437,3.7328,6.6363,24.43,FALSE
TlF,P4/nmm,3.5771,3.7332,3.7332,23.116,TRUE
MnAlGe,P4/nmm,0,3.7344,3.7344,23.496,TRUE
HfGe2,P4/nmm,0,3.7349,3.7619,25.655,FALSE
PtSe2,P-3m1,1.3516,3.7357,3.7357,22.613,TRUE
ScSe3,P4mm,0,3.7359,3.7366,24.447,FALSE
TaNiTe5,Pmma,0,3.736,15.192,24.599,FALSE
HfSe3,Pmmn,0.3603,3.7371,5.4442,26.192,FALSE
BSb,P-6m2,0.2189,3.7375,3.7375,20,TRUE
ThCl2,P-6m2,0.028,3.7376,3.7376,24.529,TRUE
BaTlCuO4,P4/mmm,0,3.7377,3.7377,37.615,TRUE
C3N,P2_1,0,3.738,6.5206,20.766,FALSE
LuBrO,P4/nmm,4.4857,3.7386,3.7386,25.518,TRUE
Np(OF)2,P2/m,0,3.7395,4.3535,23.246,FALSE
ZrSe5,Pmmn,0.2167,3.7395,12.505,25.297,FALSE
Sc2Si,P-3m1,0,3.7399,3.7399,22.695,TRUE
TlN,P-6m2,0.0616,3.74,3.74,"20.0,""",TRUE
MnTe2,P-3m1,0,3.7414,3.7413,22.641,TRUE
As4Br,P2/m,0,3.7416,11.307,33.744,FALSE
CoTe,P4/nmm,0,3.7421,3.7421,22.797,TRUE
Ti3H2O7,P1,2.9741,3.7423,9.4355,27.635,FALSE
TaTe3,P2_1/m,0,3.7428,17.32,28.437,FALSE
BaO2,P4/mmm,2.6928,3.743,3.743,21.519,TRUE
As9Br2,P2_1/m,0,3.7431,11.351,34.954,FALSE
SnS,P3m1,2.3127,3.7435,3.7435,21.478,TRUE
Mg3C,P4mm,0.1899,3.7441,3.7461,22.353,FALSE
V3(HO2)4,C2/m,0,3.7443,9.0595,25.718,FALSE
ZrBrO,P-3m1,0,3.7446,3.7446,26.313,TRUE
NbF5,Pmmm,2.2158,3.7455,4.4305,23.745,FALSE
RuSe,Cmme,0,3.7468,3.7468,23.662,TRUE
PtN2,Pmmm,0,3.747,3.1824,23.396,FALSE
CaClF,P4/nmm,6.1108,3.7474,3.7474,25.755,TRUE
N2O3,P2_1,0,3.748,6.9851,22.221,FALSE
TaTe2,Pmmm,0,3.7481,2.9837,23.426,FALSE
NiTe,P3m1,0,3.7486,3.7486,21.231,TRUE
Ga2Se3,P-3m1,0,3.7487,3.7487,26.456,TRUE
PdSe,P3m1,0,3.7489,3.7489,20.298,TRUE
Gd2CCl2,P-3m1,0.4931,3.7492,3.7492,26.259,TRUE
Ga2S5,P1,1.8593,3.7495,7.3703,24.071,FALSE
Zn2Ga2S5,P3m1,0,3.7507,3.7507,32.214,TRUE
PdF2,Pmna,0.839,3.7509,5.6876,22.605,FALSE
CdF2,P-4m2,3.855,3.751,3.751,22.741,TRUE
Zn2Ga2S5,P3m1,0,3.7516,3.7516,32.258,TRUE
MoO3,P2_1/m,1.5068,3.7516,3.8881,26.303,FALSE
KMnP,P4/nmm,0,3.7517,3.7517,26.345,TRUE
PtCl2,P-3m1,0.4677,3.7521,3.7521,23.007,TRUE
AgSe2,P-3m1,0,3.7523,3.7438,23.009,FALSE
TaI5,Pmmm,0,3.7531,10.827,23.742,FALSE
Ba2Co,P4/mmm,0,3.7533,3.7533,22.883,TRUE
ZrIN,P-3m1,1.832,3.7534,3.7534,27.015,TRUE
RuS,Cmme,0,3.7544,3.7544,23.662,TRUE
Al4Se3,Pmn2_1,0.8717,3.7554,11.399,30.194,FALSE
TiTe3,P2_1/m,0,3.7555,5.9544,26.856,FALSE
TiI2,P-6m2,0.6795,3.7555,3.7555,23.44,TRUE
Ca5Sc,P1,0,3.7556,7.1878,25.352,FALSE
Tl2S5,C2/m,1.1932,3.7559,7.9935,24.115,FALSE
Ti3H2O7,P-1,2.9322,3.756,9.4435,28.665,FALSE
SmS3,P4/nmm,0,3.7565,3.7565,29.325,TRUE
TiAs2,P-3m1,0,3.7565,3.7565,21.95,TRUE
LiFeAs,P4/nmm,0,3.7575,3.7575,24.043,TRUE
SnS,Pmmn,1.8758,3.7577,5.7843,22.225,FALSE
P2Pt,P-1,0,3.7579,6.3681,24.985,FALSE
MoS,P4/nmm,0,3.758,3.758,23.354,TRUE
KMg,P2_1/m,0,3.7584,3.5999,25.9,FALSE
TeO3,P-6m2,0.8623,3.7584,3.7584,23.591,TRUE
AuSe,C2/m,0,3.7586,6.5023,25.208,FALSE
Ti3H2O7,Pm,2.8306,3.7587,9.3399,28.631,FALSE
RuBr2,P-3m1,1.1752,3.7589,3.7589,23.24,TRUE
SnS2,P-4m2,1.4874,3.7589,3.7589,22.855,TRUE
CrBr5,P2/c,0,3.7592,16.241,23.524,FALSE
NiCl2,Pmna,0.2428,3.7592,6.1083,22.605,FALSE
NbBi7O13,P1,0,3.7593,3.9347,60.856,FALSE
AuBr,P-3m1,0.078,3.7594,3.7594,23.814,TRUE
BaCuSbO5,P4mm,0,3.7596,3.7585,25.768,FALSE
In2S5,C2/m,1.2793,3.7606,7.7645,24.139,FALSE
SrBi,Pmm2,0,3.7609,6.2078,27.111,FALSE
GeAs2,Pmc2_1,1.1962,3.7614,10.563,26.149,FALSE
LiCu2F5,Pmm2,0,3.7619,10.514,21.611,FALSE
GeSe,Pbcm,0.3513,3.7621,10.889,22.971,FALSE
AgF2,P2_1/c,0,3.7622,5.8791,21.478,FALSE
TmBrO,Pmmn,4.6557,3.7624,4.1102,26.114,FALSE
KH3C2O3,P-1,4.6766,3.7624,5.5705,28.872,FALSE
BiB,P4/nmm,0,3.7629,3.7629,23.942,TRUE
RhBr2,P-3m1,0,3.763,3.763,23.069,TRUE
ZrI2,P2_1/m,0.4323,3.7632,6.886,24.589,FALSE
TmBrO,P4/nmm,4.5451,3.7633,3.7633,25.584,TRUE
TiTe3,P2_1/m,0,3.7639,5.9605,25.93,FALSE
CuGe2P3,Pm,0,3.7642,6.6533,27.099,FALSE
WS,P4/nmm,0,3.7644,3.7644,23.354,TRUE
Br5N,Pmma,0,3.766,12.202,23.858,FALSE
Ba2Mn3Tl2O10,P1,0,3.7665,3.7713,39.991,FALSE
NiS,P4/nmm,0,3.7667,3.7666,22.999,TRUE
EuAs2,Pm,0,3.7673,4.9233,23.172,FALSE
CaF2,C2/m,6.982,3.7677,3.7674,24.529,TRUE
Zr3Te2,P4/mmm,0,3.7679,3.7679,26.086,TRUE
CuSbS2,Pmc2_1,0.3733,3.768,6.12,25.433,FALSE
HgO,P-6m2,0.2519,3.769,3.769,20.634,TRUE
Zn3(GaS3)2,P3m1,0,3.7702,3.7702,35.347,TRUE
Ba2Mn2TlO7,P4/mmm,0,3.7703,3.7703,30.196,TRUE
ZrIN,Pmmn,1.3414,3.7704,4.1496,26.353,FALSE
HfSe2,P-3m1,0.6556,3.7708,3.7708,23.15,TRUE
Y2Mn2S2O5,P4/mmm,0.0028,3.771,3.7735,29.432,FALSE
Ti3H2O7,Pm,2.8388,3.7711,9.3598,29.381,FALSE
Sr2N,Pmmn,0,3.7712,5.3031,23.617,FALSE
NiTe2,P-3m1,0,3.7719,3.7719,22.594,TRUE
AuSe2,P-3m1,0,3.772,3.7716,23.009,FALSE
ReBiO4,Pmma,0,3.7721,5.6881,29.474,FALSE
Te2Rh,P-3m1,0,3.7722,3.7722,22.756,TRUE
ZnBr2,P-3m1,3.4767,3.7722,3.7722,23.056,TRUE
DyCl3,Pmmn,3.8934,3.7723,8.4704,23.944,FALSE
Hf2CuGe4,P4/nmm,0,3.7727,3.7779,34.721,FALSE
Ca5Tm,P1,0,3.773,7.2651,25.479,FALSE
N2O3,P1,0,3.7731,3.6395,24.536,FALSE
CuCl,P-3m1,1.3824,3.7733,3.7733,23.814,TRUE
CaV4O10,Pmm2,0.5673,3.7738,10.999,23.807,FALSE
As2Se3,P2_1/m,0.7142,3.7738,9.6133,25.922,FALSE
PbC,P3m1,0,3.7746,3.7746,20.769,TRUE
NbI5,Pmmm,0,3.7748,10.622,23.745,FALSE
Ba2Mn3O7,Pmm2,0,3.7754,3.8165,29.284,FALSE
LaBe5,Cm,0,3.7755,3.7506,25.338,FALSE
Te2Ru,P-3m1,0,3.7755,3.7755,22.67,TRUE
SbClO,P4/nmm,1.9966,3.7759,3.7759,25.241,TRUE
VAg(HO2)2,P2_1/m,2.1941,3.7767,6.324,28.244,FALSE
TbH2Br,P-3m1,1.8569,3.7771,3.7771,27.126,TRUE
ZrI2,P-3m1,0,3.7775,3.7775,22.995,TRUE
ZrGe2,P4/nmm,0,3.7775,3.7798,25.781,FALSE
LiCu3F10,Pc,0,3.7777,14.255,28.639,FALSE
AlSe,P-6m2,1.9297,3.7786,3.7786,25.019,TRUE
CI2,P-3m1,1.3467,3.7787,3.7787,23.732,TRUE
YI2,P4/mmm,0,3.7788,3.7788,23.801,TRUE
GaN,P4/nmm,1.328,3.7795,3.7795,23.942,TRUE
Ca5Ce,Cm,0,3.7796,7.3902,25.533,FALSE
Ba2Cr3O7,Pmm2,0,3.78,3.8123,29.451,FALSE
ZrGeTe,P4/nmm,0,3.7803,3.7803,26.789,TRUE
TiTe2,P-3m1,0,3.7804,3.7804,23.447,TRUE
ZrSe3,Pmmn,0.4482,3.7804,5.4817,26.264,FALSE
AlSe,P-1,2.1278,3.7804,11.352,25.602,FALSE
YCl3,Pmmn,3.7199,3.781,8.498,24.855,FALSE
InGaS3,Pmn2_1,2.0327,3.7818,6.2205,27.26,FALSE
NbTe5Pd,Pmc2_1,0,3.782,15.649,24.463,FALSE
TaTe5Pt,Pmma,0,3.7829,15.617,24.518,FALSE
TbSn2,P4/mmm,0,3.7831,3.7831,22.621,TRUE
Ti3H2O7,Pm,2.5071,3.7832,9.339,27.838,FALSE
AlSe,C2/m,1.6048,3.7834,5.3693,23.439,FALSE
CdSbS2Cl,Pmc2_1,1.2569,3.7836,10.339,25.525,FALSE
NaMnAs,P4/nmm,0,3.7837,3.7837,24.997,TRUE
AlSe,P-6m2,0.3117,3.7845,3.7845,26.234,TRUE
ZnCo2S5,Pmmn,0,3.7846,13.148,23.408,FALSE
FeCuS2,P3m1,0,3.7846,3.7853,22.965,FALSE
UNCl,P4/nmm,0,3.7852,3.7852,25.395,TRUE
PdS,P-3m1,0,3.7866,3.7866,23.678,TRUE
PtSe,P-3m1,0,3.7866,3.7866,23.445,TRUE
Ta3Te14Pd3,P2_1/m,0,3.7882,22.137,31.274,FALSE
ScI,P-3m1,0,3.7896,3.7896,26.27,TRUE
NdS3,P4/nmm,0,3.7897,3.7899,29.438,TRUE
N2,P4/mmm,3.3067,3.79,3.79,"20.0,""",TRUE
AlSe,P-3m1,2.0784,3.7905,3.7905,24.623,TRUE
BaCuReO5,P4mm,0,3.7921,3.7921,25.263,TRUE
Y2Cl5,P2_1/m,0.4564,3.7927,14.434,26.54,FALSE
ZnCr2O5,Pmmn,0,3.7928,11.477,24.148,FALSE
TmBr2,P-3m1,0,3.7929,3.7929,23.842,TRUE
TbBr,P-3m1,0,3.7931,3.7931,26.638,TRUE
AlSe,P3m1,0.4863,3.7934,3.7934,21.25,TRUE
Sc2Ge,P-3m1,0,3.7935,3.7935,22.695,TRUE
Y2Cl3,C2/m,0.7872,3.7937,9.517,25.256,FALSE
Ta3Te14Pd3,Pm,0,3.7941,21.991,24.375,FALSE
NbTe4Ir,P2_1/m,0.0287,3.7946,12.586,24,FALSE
Ca5Y,P1,0,3.7948,7.3163,25.343,FALSE
Yb3(SF2)2,P4/mmm,0,3.7953,3.7953,30.707,TRUE
TbCl3,Pmmn,3.869,3.7954,8.4944,23.98,FALSE
In2GaBiS6,P2_1/m,0.5896,3.7958,12.457,31.992,FALSE
GaSe,P-1,1.8295,3.7965,11.353,25.599,FALSE
Ca5La,P1,0,3.7977,7.3897,25.339,FALSE
MgCuGe,P4/nmm,0,3.7982,3.7982,28.671,TRUE
UCl3,Pmmn,0.0942,3.7985,8.6323,24.951,FALSE
P2Pb,Pmc2_1,0.4052,3.7993,10.692,26.149,FALSE
ScPb5,Pmmm,0,3.7995,7.6876,23.46,FALSE
YBr,P-3m1,0,3.8002,3.8002,25.8,TRUE
TcS,P4/nmm,0,3.8003,3.8003,23.119,TRUE
RbMnP,P4/nmm,0,3.8006,3.8006,26.632,TRUE
ReS,P4/nmm,0,3.8008,3.8008,23.119,TRUE
Os3Se4,P-3m1,0,3.8011,3.8011,27.542,TRUE
Mo2H2O7,P2_1,2.2553,3.8013,9.2803,25.753,FALSE
CaHBr,P4/nmm,4.1537,3.8013,3.8013,25.325,TRUE
Ca2N,P-4m2,0,3.8015,3.8041,22.957,FALSE
BaFeS,P4/nmm,0,3.8019,3.8019,25.649,TRUE
TbCBr,C2/m,0,3.8022,4.0034,26.688,FALSE
BaTaCuO5,P4mm,0,3.8023,3.8023,25.372,TRUE
GaSe,P-6m2,1.8934,3.8024,3.8024,24.817,TRUE
BiF5,Pmma,0.6184,3.8028,8.9215,23.903,FALSE
GaSe,C2/m,1.6545,3.8029,5.3029,23.438,FALSE
SiTe,Pmmn,0.744,3.8033,6.1213,21.788,FALSE
Ti3H2O7,P2_1,2.5606,3.8033,9.4475,27.881,FALSE
MoBr2,C2/m,0.6177,3.8037,4.2571,23.28,FALSE
Zr2CuGe4,P4/nmm,0,3.8059,3.8022,34.955,FALSE
TaTe4Ir,P2_1/m,0.0242,3.806,12.573,23.997,FALSE
CaSn4S9,Pmm2,0.9169,3.8062,9.6133,29.767,FALSE
Tb5Cl8,P2/m,0,3.8063,13.28,26.181,FALSE
MgMn2O5,Pmmn,0,3.8063,11.181,24.009,FALSE
GdBr,P-3m1,0,3.8068,3.8068,26.8,TRUE
Y2NCl3,C2/m,2.1569,3.8068,9.6569,25.446,FALSE
LiCuF4,Pc,0,3.807,5.1004,29.27,FALSE
MgMo2O5,Pmmn,0,3.8072,12.061,25.933,FALSE
ZrSe2,P-3m1,0.4588,3.8075,3.8075,23.185,TRUE
SrMg2,P-6m2,0,3.8076,3.8076,25.948,TRUE
V2ZnO5,Pmmn,2.1769,3.8078,11.483,24.246,FALSE
ScI3,Pmmn,1.4503,3.8079,11.527,24.855,FALSE
Ga4Se3,Pmn2_1,1.2488,3.8083,11.187,30.194,FALSE
GeAs,C2/m,1.6504,3.809,11.243,25.248,FALSE
Li2Nb4O11,C2/m,2.538,3.8091,8.4343,25.788,FALSE
Al2Se5,C2/m,1.7101,3.8092,7.6172,24.101,FALSE
YClO,P-3m1,4.9464,3.8094,3.8094,26.366,TRUE
CaHClO,P3m1,3.6422,3.8096,3.8096,23.451,TRUE
TaS,P4/nmm,0,3.8097,3.8097,23.448,TRUE
NbIO2,P2_1/m,0.9231,3.8097,3.9715,27.4,FALSE
Y5Cl8,P2/m,0,3.8098,14.326,25.194,FALSE
Fe3Te4,P2_1/m,0,3.8101,6.3067,28.108,FALSE
MoSe,P4/nmm,0,3.8105,3.8105,23.354,TRUE
As2Se3,P-3m1,0.6571,3.8105,3.8105,24.579,TRUE
HoSe3,Pmma,0,3.8108,3.8373,30.431,FALSE
ZnS,P3m1,0,3.8109,3.8109,76.55,TRUE
B2Te5,C2/m,0.5138,3.8111,7.7926,24.161,FALSE
Mn(SbS2)2,C2/m,0.9429,3.8112,6.536,24.732,FALSE
SiCl2,P-3m1,2.1863,3.8112,3.8112,23.732,TRUE
CrCl2,P2_1/c,0.5042,3.8116,6.2558,21.575,FALSE
ZnS,P3m1,0,3.8117,3.8117,76.585,TRUE
Mo2HO6,P1,0,3.8124,3.8367,26.916,FALSE
As2Pd,P2_1/m,0,3.8126,4.4149,24.556,FALSE
YCBr,C2/m,0,3.813,4.0047,26.616,FALSE
CaSb2O5,Pmm2,0,3.8131,5.0952,24.11,FALSE
WBr2,C2/m,0.4731,3.8136,4.3142,23.323,FALSE
SbCl5,Pmma,0.2522,3.8139,12.817,23.858,FALSE
WSe,P4/nmm,0,3.8141,3.8141,23.354,TRUE
TmSe3,Pmma,0,3.8141,3.8437,30.381,FALSE
HoBrO,P-3m1,4.2441,3.8144,3.8144,26.68,TRUE
YS,P4/nmm,0,3.8153,3.8153,23.289,TRUE
Cd(HO)2,P3m1,2.0792,3.8157,3.8157,22.867,TRUE
MnBiS2Br,P2/m,0,3.8159,10.361,23.081,FALSE
PrS3,P4/nmm,0,3.8161,3.8158,29.512,FALSE
CrCuSe2,P3m1,0,3.8167,3.8167,25.082,TRUE
Ga2Se5,C2/m,1.6559,3.8167,7.7629,24.099,FALSE
LiFe2O2F3,Cm,1.4945,3.8169,5.3556,29.79,FALSE
VBr2,P-3m1,1.204,3.8171,3.8171,22.903,TRUE
SnO,P4/nmm,3.0232,3.8178,3.8178,22.324,TRUE
SiTe2,P-3m1,0,3.8179,3.8179,23.271,TRUE
B2Te5,P-1,0.0018,3.8179,7.8337,24.185,FALSE
HoBrO,Pmmn,4.5752,3.8179,4.133,26.213,FALSE
OsBr2,P-3m1,1.271,3.8181,3.8181,23.24,TRUE
GaF3,Pmmm,5.2717,3.8182,5.9062,22.969,FALSE
Ca2Cu(ClO)2,P4/mmm,0,3.8184,3.8184,25.71,TRUE
IrBr2,P-3m1,0,3.8189,3.8189,23.069,TRUE
DySe3,Pmma,0,3.8191,3.8428,30.585,FALSE
Y7Cl10,P-1,0,3.8194,16.855,26.852,FALSE
CuI,Pmma,0.2278,3.8194,3.8221,23.042,FALSE
Al2Se5,P1,1.5938,3.8194,7.6354,24.09,FALSE
CuBr,P4/nmm,1.599,3.8199,3.8199,23.172,TRUE
ErSe3,Pmma,0,3.82,3.8511,30.429,FALSE
TbPb2,P4/mmm,0,3.8205,3.8205,22.621,TRUE
Os3Se4,P2_1/m,0,3.8209,6.0205,28.105,FALSE
MgCoGe,P4/nmm,0,3.8217,3.8217,23.964,TRUE
GeF4,P4/mmm,4.2531,3.8221,3.8221,23.818,TRUE
Sb2Pt,P2_1/m,0,3.8225,5.9678,24.525,FALSE
BaCuWO5,P4mm,0,3.8226,3.8226,25.767,TRUE
ThBr2,P-6m2,0,3.8227,3.8227,24.529,TRUE
CoGe3,P-6m2,0,3.8232,3.8234,24.981,TRUE
MgCl2,C2/m,4.6768,3.8238,6.9522,24.833,FALSE
NCl3,P-6m2,0,3.8239,3.8239,24.623,TRUE
CdSbS2Br,P2/m,1.1367,3.8241,10.429,25.644,FALSE
GaSe,P-3m1,1.6296,3.8249,3.8249,24.623,TRUE
SbBrO,P4/nmm,1.7199,3.8273,3.8273,25.596,TRUE
Fe3Te4,P-3m1,0,3.8275,3.8275,27.542,TRUE
MnSbSe2Br,Pmc2_1,0.1153,3.8276,10.413,25.519,FALSE
Ti3H2O7,P2_1/m,2.3748,3.8276,9.5506,28.263,FALSE
Ce4C2Br5,Pmmm,0,3.8282,8.1793,25.976,FALSE
YbClO,P-3m1,0,3.8292,3.8292,26.373,TRUE
AgBr,Pmma,0.9532,3.8298,3.9298,23.042,FALSE
Ta2O5,Pmmn,3.9846,3.8298,12.479,24.336,FALSE
LiFe2F5,Pmma,2.8238,3.8299,11.495,19.851,FALSE
UBrN,P4/nmm,0,3.8309,3.8309,25.836,TRUE
MgMnGe,P4/nmm,0,3.8309,3.8309,24.352,TRUE
Li2Cu2F7,P2_1,0,3.8309,5.2303,29.469,FALSE
PtSe,P3m1,0,3.8318,3.8318,21.231,TRUE
In2S3,P-3m1,1.2342,3.8319,3.8319,26.456,TRUE
Ta2O5,P2_1/m,2.9786,3.8333,6.6798,27.122,FALSE
Ca2CoO3,C2/m,1.1445,3.8338,3.8338,24.235,TRUE
TlCu3S2,C2/m,0.8786,3.8339,7.4203,27.03,FALSE
LuIO,P4/nmm,3.3049,3.8355,3.8355,25.963,TRUE
CeS3,P4/nmm,0,3.8361,3.8358,29.125,FALSE
AuO2F,P222_1,1.3326,3.8361,6.9661,22.082,FALSE
BeI2,P-3m1,2.377,3.8361,3.8361,22.742,TRUE
Sr2CoClO3,P4/nmm,0,3.8362,3.8362,32.583,TRUE
WI5,Pmma,0,3.8364,19.348,23.526,FALSE
Sn2O5,Pnc2,0,3.8366,6.6204,24.876,FALSE
Sr2N,P-3m1,0,3.8369,3.8369,22.747,TRUE
N2O3,Pc,0.7532,3.8378,4.8101,23.935,FALSE
YbCuPbSe3,Pmma,0,3.838,10.638,26.728,FALSE
Ba2Ir,P4/mmm,0,3.8384,3.8384,24.733,TRUE
SnS,Pbcm,0.6608,3.839,12.229,22.971,FALSE
CdBiS2Cl,Pmc2_1,1.1815,3.839,11.478,25.697,FALSE
MgBr2,Pmma,3.4674,3.839,6.5815,23.548,FALSE
BaClO3,P4/nmm,0,3.8394,3.8394,28.33,TRUE
BF,P4mm,2.8942,3.8396,3.8396,22.485,TRUE
MgCr2O5,Pmmn,0,3.8398,11.33,24.227,FALSE
Ca3Cu2(ClO2)2,P4/mmm,0,3.8401,3.8401,28.734,TRUE
Ba2Co3O8,P4/mmm,0,3.8401,3.8401,28.441,TRUE
SmPb2,P4/mmm,0,3.8413,3.8413,22.592,TRUE
Ca2FeClO3,P4/nmm,0.8457,3.8417,3.8417,31.693,TRUE
Ta2O5,P2_1/m,3.6686,3.842,10.842,24.974,FALSE
Tl2SnS3,Pmma,1.3332,3.8422,7.3901,30.077,FALSE
CuCl,Cmme,2.6015,3.8426,3.8426,23.904,TRUE
ScSe3,P4/nmm,0,3.8427,3.8427,29.216,TRUE
YBrO,P4/nmm,4.6172,3.8429,3.8429,25.642,TRUE
NiAs,P-6m2,0,3.8434,3.8449,"20.0,""",FALSE
TaSe,P4/nmm,0,3.8438,3.8438,23.448,TRUE
TcSe,P4/nmm,0,3.8439,3.8439,23.119,TRUE
NaSnO,P4/nmm,0,3.8441,3.8441,27.97,TRUE
PF3,P-6m2,1.7746,3.8447,3.8447,24.623,TRUE
PbS2,P-3m1,0.6893,3.8449,3.8449,23.192,TRUE
YBrO,P-3m1,4.3099,3.8449,3.8449,26.738,TRUE
TiZn(BiO3)2,Cm,0,3.8458,3.8458,28.528,TRUE
U2S5,P2/m,0,3.8463,5.3416,33.935,FALSE
Nb2O5,P2_1/m,2.4963,3.8463,6.7138,27.122,FALSE
SiTe,P3m1,1.748,3.8464,3.8464,21.529,TRUE
RhS,P4/nmm,0,3.8465,3.8465,22.797,TRUE
VPbO3,P4mm,0,3.8465,3.8465,23.416,TRUE
Ca(HO)2,P3m1,3.9134,3.8465,3.8465,22.885,TRUE
GaBr3,Pm,2.3307,3.8466,10.564,23.069,FALSE
ZnBr2,P-4m2,3.3797,3.8475,3.8434,22.755,FALSE
MnBr2,P-3m1,1.5185,3.8476,3.8476,23.107,TRUE
W(BrO)2,Pmc2_1,0.8547,3.849,7.6935,24.966,FALSE
YbCl3,Pmmn,0,3.8496,7.9619,23.788,FALSE
TaAsO4,Pmc2_1,1.6195,3.8496,5.8893,29.385,FALSE
Ba2Rh,P4/mmm,0,3.8502,3.8502,22.883,TRUE
UTeN,P4/nmm,0,3.8505,3.8505,25.741,TRUE
YBr2,P-6m2,0.3369,3.8505,3.8505,23.825,TRUE
CdPb2(ClO)2,C2/m,3.7001,3.8508,6.4367,23.908,FALSE
MgBr2,P-3m1,4.851,3.851,3.851,23.016,TRUE
CuWO3F2,Pmma,0,3.8519,9.1136,28.63,FALSE
PdBr2,P-3m1,0.1044,3.8525,3.8525,23.007,TRUE
Zr2Te2P,P-3m1,0,3.8526,3.8526,26.662,TRUE
WBr5,Pmma,0.0018,3.8526,9.4951,23.526,FALSE
Sr2Zn,P4/mmm,0,3.8527,3.8527,23.983,TRUE
Gd2Cl3,C2/m,0,3.8533,9.6524,26.045,FALSE
Y7C3I6O,Pmma,0,3.8533,22.486,28.434,FALSE
US3,P4/nmm,0,3.8535,3.8496,28.821,FALSE
HfTeSe4,P2/m,1.1005,3.8537,6.8381,23.212,FALSE
